,title_x,foreign_gross,production_budget,domestic_gross_y,worldwide_gross,net_profit,ROI,runtime_minutes,genres,averagerating,numvotes,popularity,release_date,release_month
0,Toy Story 3,652000000,200000000,415004880,1068879522,868879522,434.439761,103.0,"Adventure,Animation,Comedy",8.3,682218.0,24.445,2010-06-17,June
1,Inception,535700000,160000000,292576195,835524642,675524642,422.20290125,148.0,"Action,Adventure,Sci-Fi",8.8,1841066.0,27.92,2010-07-16,July
2,Shrek Forever After,513900000,165000000,238736787,756244673,591244673,358.3301048484849,93.0,"Adventure,Animation,Comedy",6.3,167532.0,15.041,2010-05-16,May
3,The Twilight Saga: Eclipse,398000000,68000000,300531751,706102828,638102828,938.3865117647058,124.0,"Adventure,Drama,Fantasy",5.0,211733.0,20.34,2010-06-23,June
4,Iron Man 2,311500000,170000000,312433331,621156389,451156389,265.3861111764706,124.0,"Action,Adventure,Sci-Fi",7.0,657690.0,28.515,2010-05-07,May
5,Tangled,391000000,260000000,200821936,586477240,326477240,125.56816923076923,100.0,"Adventure,Animation,Comedy",7.8,366366.0,21.511,2010-11-24,November
6,Despicable Me,291600000,69000000,251513985,543464573,474464573,687.6298159420289,95.0,"Animation,Comedy,Family",7.7,464511.0,23.673,2010-07-09,July
7,How to Train Your Dragon,277300000,165000000,217581232,494870992,329870992,199.92181333333335,98.0,"Action,Adventure,Animation",8.1,611299.0,28.734,2010-03-26,March
8,The Chronicles of Narnia: The Voyage of the Dawn Treader,311300000,155000000,104386950,418186950,263186950,169.79803225806452,113.0,"Adventure,Family,Fantasy",6.3,129663.0,17.382,2010-12-10,December
9,The Karate Kid,182500000,40000000,176591618,351774938,311774938,779.437345,140.0,"Action,Drama,Family",6.2,146401.0,12.256,2010-06-10,June
10,Black Swan,222400000,13000000,106954678,331266710,318266710,2448.205461538462,108.0,"Drama,Thriller",8.0,648854.0,13.745,2010-12-03,December
11,Megamind,173500000,130000000,148415853,321887208,191887208,147.60554461538462,95.0,"Action,Animation,Comedy",7.3,207488.0,22.855,2010-11-04,November
12,Robin Hood,216400000,210000000,105487148,322459006,112459006,53.551907619047626,140.0,"Action,Adventure,Drama",6.6,239480.0,15.444,2010-05-14,May
14,The Last Airbender,187900000,150000000,131772187,319713881,169713881,113.14258733333334,103.0,"Action,Adventure,Family",4.1,137734.0,16.595,2010-07-01,July
15,Little Fockers,162200000,100000000,148438600,310650574,210650574,210.65057399999998,98.0,"Comedy,Romance",5.5,99222.0,12.153,2010-12-21,December
16,Resident Evil: Afterlife,240100000,57500000,60128566,295874190,238374190,414.5638086956522,96.0,"Action,Adventure,Horror",5.9,153270.0,0.667,2010-09-10,September
17,Shutter Island,166800000,80000000,128012934,299461782,219461782,274.3272275,138.0,"Mystery,Thriller",8.1,1005960.0,18.06,2010-02-18,February
18,Salt,175200000,130000000,118311368,290650494,160650494,123.57730307692307,100.0,"Action,Mystery,Thriller",6.4,277204.0,13.025,2010-07-23,July
20,Sex and the City 2,193000000,95000000,95347692,294680778,199680778,210.19029263157893,146.0,"Comedy,Drama,Romance",4.4,69199.0,9.986,2010-05-27,May
21,The Tourist,210700000,100000000,67631157,278731369,178731369,178.731369,103.0,"Action,Adventure,Thriller",6.0,206714.0,10.307,2010-12-10,December
22,The Expendables,171400000,82000000,103068524,268268174,186268174,227.15630975609758,103.0,"Action,Adventure,Thriller",6.5,307897.0,21.517,2010-08-03,August
23,Grown Ups,109400000,75000000,162001186,272223430,197223430,262.9645733333333,102.0,Comedy,6.0,210377.0,14.291,2010-06-24,June
24,True Grit,81000000,35000000,171243005,252276928,217276928,620.7912228571429,110.0,"Adventure,Drama,Western",7.6,284034.0,13.118,2010-12-22,December
25,Gulliver's Travels,194600000,112000000,42779261,232017848,120017848,107.15879285714284,85.0,"Adventure,Comedy,Family",4.9,61178.0,10.768,2010-12-25,December
26,The Social Network,128000000,40000000,96962694,224922135,184922135,462.30533749999995,120.0,"Biography,Drama",7.7,568578.0,15.889,2010-10-01,October
27,Valentine's Day,106000000,52000000,110485654,217569328,165569328,318.40255384615386,125.0,"Comedy,Romance",5.7,107171.0,11.187,2010-02-11,February
28,The Sorcerer's Apprentice,152100000,160000000,63150991,217986320,57986320,36.24145,109.0,"Action,Adventure,Family",6.1,143862.0,14.463,2010-07-13,July
29,Due Date,111200000,65000000,100539043,211739043,146739043,225.75237384615386,95.0,"Adventure,Comedy",6.5,303523.0,12.445,2010-11-04,November
30,Eat Pray Love,124000000,60000000,80574010,206598789,146598789,244.331315,133.0,"Drama,Romance",5.8,77709.0,9.991,2010-08-12,August
31,Yogi Bear,101300000,80000000,100246011,204774690,124774690,155.96836249999998,80.0,"Adventure,Animation,Comedy",4.6,18934.0,9.096,2010-12-17,December
32,Paranormal Activity 2,92800000,3000000,84752907,177512032,174512032,5817.067733333333,91.0,Horror,5.7,93122.0,8.163,2010-10-21,October
33,The A-Team,100000000,110000000,77222099,177241171,67241171,61.12833727272727,117.0,"Action,Adventure,Thriller",6.8,235256.0,17.097,2010-06-11,June
34,The Other Guys,51200000,100000000,119219978,170936470,70936470,70.93647,107.0,"Action,Comedy,Crime",6.7,221664.0,13.508,2010-08-06,August
35,Unstoppable,86200000,95000000,81562942,165720921,70720921,74.4430747368421,98.0,"Action,Thriller",6.8,173019.0,14.01,2010-11-12,November
37,The Book of Eli,62300000,80000000,94835059,158750817,78750817,98.43852125,118.0,"Action,Adventure,Drama",6.9,271307.0,18.985,2010-01-11,January
38,The Town,61800000,37000000,92186262,152566881,115566881,312.3429216216216,125.0,"Crime,Drama,Thriller",7.6,322524.0,13.476,2010-09-17,September
39,Date Night,53600000,55000000,98711404,152269033,97269033,176.85278727272726,88.0,"Comedy,Crime,Romance",6.3,144683.0,12.498,2010-04-08,April
40,Legend of the Guardians: The Owls of Ga'Hoole,84400000,100000000,55675313,139716717,39716717,39.716717,97.0,"Action,Adventure,Animation",7.0,73790.0,10.754,2010-09-24,September
41,The Wolfman,77800000,150000000,62189884,142634358,-7365642,-4.910428,103.0,"Drama,Fantasy,Horror",5.8,97873.0,14.03,2010-02-12,February
42,The Bounty Hunter,69300000,45000000,67061228,135808837,90808837,201.79741555555557,110.0,"Action,Comedy,Romance",5.6,112444.0,9.861,2010-03-19,March
43,The Fighter,35600000,11000000,93617009,129262388,118262388,1075.112618181818,116.0,"Biography,Drama,Sport",7.8,316539.0,10.395,2010-12-17,December
44,Predators,75200000,40000000,52000688,127234389,87234389,218.0859725,107.0,"Action,Adventure,Sci-Fi",6.4,199764.0,16.216,2010-07-03,July
45,Dear John,35000000,25000000,80014842,142033509,117033509,468.13403600000004,108.0,"Drama,Romance,War",6.3,128657.0,12.048,2010-02-04,February
46,Cats & Dogs: The Revenge of Kitty Galore,68900000,85000000,43585753,113026383,28026383,32.972215294117646,82.0,"Action,Comedy,Family",4.3,12642.0,10.544,2010-07-30,July
47,Tooth Fairy,52400000,48000000,60022256,112610386,64610386,134.60497083333334,101.0,"Comedy,Family,Fantasy",5.0,37939.0,12.65,2010-01-22,January
48,Hereafter,72500000,50000000,32746941,108660270,58660270,117.32054000000001,129.0,"Drama,Fantasy,Romance",6.5,87288.0,7.886,2010-10-22,October
49,The Girl with the Dragon Tattoo,94300000,90000000,102515793,239373970,149373970,165.97107777777777,158.0,"Crime,Drama,Mystery",7.8,387580.0,17.823,2011-12-14,December
50,Killers,51100000,75000000,47059963,95572749,20572749,27.430332,100.0,"Action,Comedy,Romance",5.4,82237.0,10.221,2010-06-04,June
51,Kick-Ass,48100000,28000000,48071303,97531134,69531134,248.32547857142856,117.0,"Action,Comedy",7.6,497363.0,13.08,2010-04-16,April
52,Green Zone,59800000,100000000,35497337,97523020,-2476980,-2.47698,115.0,"Action,Drama,Thriller",6.8,122132.0,11.519,2010-03-11,March
53,Get Him to the Greek,30300000,40000000,61153526,91455875,51455875,128.6396875,109.0,"Adventure,Comedy,Music",6.4,161653.0,8.485,2010-06-04,June
54,Burlesque,50100000,55000000,39440655,90552675,35552675,64.64122727272728,119.0,"Drama,Music,Musical",6.4,71021.0,8.676,2010-11-23,November
55,The Last Song,26100000,20000000,62950384,92678948,72678948,363.39473999999996,107.0,"Drama,Music,Romance",6.0,74914.0,9.237,2010-03-31,March
56,Dinner for Schmucks,13800000,69000000,73026337,86796502,17796502,25.79203188405797,114.0,Comedy,5.9,91546.0,6.632,2010-07-30,July
57,Marmaduke,50100000,50000000,33644788,89895930,39895930,79.79186,87.0,"Comedy,Family",4.2,13283.0,8.487,2010-06-04,June
58,Piranha 3D,58200000,24000000,25003155,83660160,59660160,248.584,88.0,"Comedy,Horror",5.4,81327.0,11.302,2010-08-20,August
59,Edge of Darkness,37800000,60000000,43313890,82812456,22812456,38.020759999999996,117.0,"Crime,Drama,Mystery",6.6,84753.0,11.252,2010-01-29,January
61,Vampires Suck,43900000,20000000,36661504,81424988,61424988,307.12494000000004,82.0,Comedy,3.4,43984.0,8.992,2010-08-18,August
62,Letters to Juliet,26100000,30000000,53032453,82148538,52148538,173.82846,105.0,"Adventure,Comedy,Drama",6.6,86137.0,9.394,2010-05-14,May
63,Diary of a Wimpy Kid,11700000,15000000,64003625,76954311,61954311,413.02874,94.0,"Comedy,Drama,Family",6.2,38640.0,12.256,2010-03-19,March
64,Easy A,16600000,8000000,58401464,76200721,68200721,852.5090125,92.0,"Comedy,Drama,Romance",7.1,330125.0,14.69,2010-09-17,September
65,Takers,11300000,32000000,57744720,70587268,38587268,120.58521250000001,107.0,"Action,Crime,Thriller",6.2,53377.0,8.969,2010-08-26,August
66,The American,32299999,20000000,35606376,67950723,47950723,239.753615,105.0,"Crime,Drama,Thriller",6.3,86863.0,9.042,2010-09-01,September
67,The Last Exorcism,26700000,1800000,41034350,70165900,68365900,3798.105555555556,87.0,"Drama,Horror,Thriller",5.6,45815.0,9.35,2010-08-27,August
68,The Next Three Days,46300000,30000000,21148651,67255916,37255916,124.18638666666666,133.0,"Action,Crime,Drama",7.4,168066.0,11.147,2010-11-19,November
69,Skyline,45400000,10000000,21416355,68264973,58264973,582.64973,92.0,"Action,Sci-Fi,Thriller",4.4,83710.0,8.847,2010-11-12,November
70,Hot Tub Time Machine,14300000,36000000,50269859,65967750,29967750,83.24375,101.0,"Comedy,Sci-Fi",6.4,153962.0,10.15,2010-03-26,March
71,Devil,29100000,10000000,33679655,63354114,53354114,533.54114,80.0,"Horror,Mystery,Thriller",6.2,122080.0,10.203,2010-09-17,September
72,127 Hours,42400000,18000000,18335230,60217171,42217171,234.5398388888889,94.0,"Adventure,Biography,Drama",7.6,323949.0,11.435,2010-11-05,November
73,Secretariat,537000,35000000,59699513,60376247,25376247,72.50356285714285,123.0,"Biography,Drama,Family",7.2,24536.0,9.059,2010-10-08,October
74,The Ghost Writer,44700000,45000000,15541549,65532491,20532491,45.62775777777778,128.0,"Drama,Mystery,Thriller",7.2,148274.0,7.829,2010-02-12,February
75,Morning Glory,29000000,40000000,31011732,59795070,19795070,49.487674999999996,107.0,"Comedy,Drama,Romance",6.5,67367.0,10.595,2010-11-10,November
76,Remember Me,37000000,16000000,19068240,56506120,40506120,253.16325,113.0,"Drama,Romance",7.1,129443.0,11.453,2010-03-12,March
77,Cop Out,10700000,37000000,44875481,55909910,18909910,51.10786486486486,107.0,"Action,Comedy,Crime",5.6,81656.0,8.82,2010-02-26,February
78,The Crazies,15700000,19000000,39123589,56445534,37445534,197.08175789473685,101.0,"Horror,Thriller",6.5,104465.0,12.246,2010-02-26,February
79,The Switch,22100000,19000000,27758465,49858465,30858465,162.41297368421053,101.0,"Comedy,Drama,Romance",6.1,90661.0,7.745,2010-08-20,August
80,She's Out of My League,17800000,20000000,32010860,48680977,28680977,143.40488499999998,104.0,"Comedy,Romance",6.4,117245.0,7.775,2010-03-12,March
81,Charlie St. Cloud,17000000,44000000,31206263,48478084,4478084,10.177463636363635,99.0,"Drama,Fantasy,Romance",6.5,55016.0,9.454,2010-05-01,May
82,The Spy Next Door,20900000,28000000,24307106,46752858,18752858,66.97449285714285,94.0,"Action,Comedy,Family",5.5,36767.0,10.746,2010-01-15,January
83,Machete,17500000,12500000,26593646,46370970,33870970,270.96776,105.0,"Action,Crime,Thriller",6.6,182320.0,12.557,2010-09-03,September
84,Going the Distance,24200000,32000000,17804299,43603990,11603990,36.26246875,102.0,"Comedy,Romance",6.3,54421.0,8.281,2010-09-03,September
85,For Colored Girls,17300,21000000,37729698,38017873,17017873,81.03749047619047,133.0,Drama,6.1,6728.0,2.858,2010-11-05,November
86,Furry Vengeance,18600000,35000000,17630465,39340177,4340177,12.400505714285714,92.0,"Comedy,Family",3.8,14700.0,9.45,2010-04-02,April
87,Faster,12400000,24000000,23240020,35792945,11792945,49.13727083333333,98.0,"Action,Crime,Drama",6.5,93618.0,14.172,2010-11-23,November
88,The Kids Are All Right,13900000,4000000,20811365,36275469,32275469,806.8867250000001,106.0,"Comedy,Drama,Romance",7.0,120656.0,8.426,2010-07-09,July
89,You Will Meet a Tall Dark Stranger,31000000,15000000,3247816,34247816,19247816,128.31877333333333,98.0,"Comedy,Drama,Romance",6.3,41608.0,6.209,2010-05-23,May
90,Leap Year,6700000,19000000,25918920,32618920,13618920,71.67852631578947,100.0,"Comedy,Romance",6.5,86125.0,11.821,2010-01-08,January
91,You Again,6300000,20000000,25702053,32838945,12838945,64.19472499999999,105.0,"Comedy,Family,Romance",5.8,46690.0,10.208,2010-09-24,September
92,The Losers,5800000,25000000,23591432,29863840,4863840,19.45536,97.0,"Action,Adventure,Crime",6.4,83876.0,10.202,2010-04-23,April
93,Ramona and Beezus,1100000,15000000,26167002,27469621,12469621,83.13080666666667,103.0,"Adventure,Comedy,Family",6.6,16086.0,7.442,2010-07-23,July
94,Let Me In,12000000,20000000,12134935,28270399,8270399,41.351995,116.0,"Drama,Fantasy,Horror",7.1,107012.0,9.716,2010-10-01,October
96,Just Wright,29900,12000000,21540363,21867665,9867665,82.23054166666667,100.0,"Comedy,Romance,Sport",5.9,12466.0,7.047,2010-05-14,May
97,Our Family Wedding,1200000,14000000,20255281,21410546,7410546,52.932471428571425,103.0,"Comedy,Romance",4.9,6417.0,5.025,2010-03-12,March
98,My Soul to Take,6200000,25000000,14744435,16727470,-8272530,-33.09012,107.0,"Horror,Mystery,Thriller",4.8,18381.0,9.808,2010-10-08,October
99,Country Strong,310000,15000000,20218921,20601987,5601987,37.34658,117.0,"Drama,Music",6.3,16296.0,7.567,2010-12-22,December
100,Another Year,16500000,8000000,3205706,20005613,12005613,150.0701625,129.0,"Comedy,Drama",7.3,26273.0,9.394,2010-12-29,December
101,Buried,18100000,1987650,1044143,21270290,19282640,970.1225064774986,95.0,"Drama,Mystery,Thriller",7.0,139426.0,10.888,2010-09-24,September
102,Repo Men,4600000,32000000,13942007,18195238,-13804762,-43.13988125,111.0,"Action,Crime,Sci-Fi",6.3,96144.0,12.437,2010-03-19,March
103,The Nutcracker in 3D,16000000,90000000,195459,20466016,-69533984,-77.25998222222222,110.0,"Action,Family,Fantasy",4.3,3119.0,7.566,2010-11-24,November
104,Sea Rex 3D: Journey to a Prehistoric World,9900000,5000000,6096582,16515203,11515203,230.30406000000002,41.0,Documentary,6.9,364.0,2.746,2010-05-14,May
105,Extraordinary Measures,3100000,31000000,12482741,15826984,-15173016,-48.9452129032258,106.0,Drama,6.5,15673.0,6.3,2010-01-21,January
106,Somewhere,12200000,7000000,1785645,17023121,10023121,143.18744285714286,97.0,"Comedy,Drama",6.3,40250.0,7.596,2010-12-22,December
107,Winter's Bone,7300000,2000000,6531503,16131551,14131551,706.57755,100.0,"Drama,Mystery",7.2,127751.0,9.824,2010-06-11,June
108,Made in Dagenham,11300000,8000000,1095369,15644196,7644196,95.55245,113.0,"Biography,Comedy,Drama",7.2,13121.0,7.275,2010-11-19,November
109,Blue Valentine,2600000,1000000,9737892,16566240,15566240,1556.624,112.0,"Drama,Romance",7.4,170089.0,8.994,2010-12-29,December
110,Chloe,8600000,13000000,3075255,11831131,-1168869,-8.9913,73.0,"Drama,Music,Romance",6.9,34.0,8.807,2010-03-26,March
111,The Warrior's Way,5400000,42000000,5666340,8514325,-33485675,-79.72779761904762,100.0,"Action,Fantasy,Western",6.3,24271.0,8.259,2010-12-03,December
112,Jonah Hex,356000,47000000,10547117,11022696,-35977304,-76.54745531914894,81.0,"Action,Drama,Fantasy",4.7,51860.0,13.467,2010-06-18,June
113,Cyrus,2500000,7000000,7468936,10062896,3062896,43.75565714285714,87.0,"Crime,Horror,Mystery",4.7,944.0,7.735,2010-06-18,June
114,Conviction,2900000,12500000,6797696,11826980,-673020,-5.3841600000000005,107.0,"Biography,Crime,Drama",7.2,39771.0,7.51,2010-10-15,October
115,Stone,7700000,22000000,1810078,4065020,-17934980,-81.52263636363635,105.0,"Drama,Thriller",5.4,38667.0,8.401,2010-10-22,October
116,Never Let Me Go,7000000,15000000,2434652,11173718,-3826282,-25.508546666666664,103.0,"Drama,Romance,Sci-Fi",7.1,130084.0,10.012,2010-09-15,September
117,MacGruber,797000,10000000,8525600,8629895,-1370105,-13.70105,90.0,"Action,Comedy,Romance",5.5,39782.0,7.666,2010-05-21,May
118,Inside Job,3600000,2000000,4311834,7799257,5799257,289.96285,109.0,"Crime,Documentary",8.3,65304.0,9.514,2010-10-08,October
119,The Joneses,5500000,10000000,1475746,3541565,-6458435,-64.58435,117.0,"Comedy,Drama",6.9,87.0,6.424,2010-04-16,April
121,Centurion,6700000,15000000,123570,7885048,-7114952,-47.433013333333335,97.0,"Action,Adventure,Drama",6.4,74085.0,13.548,2010-02-15,February
122,Animal Kingdom,5700000,4200000,1044039,8078683,3878683,92.34959523809523,113.0,"Crime,Drama",7.3,51576.0,10.188,2010-08-13,August
123,It's Kind of a Funny Story,128000,8000000,6363628,6632950,-1367050,-17.088125,101.0,"Comedy,Drama,Romance",7.1,125583.0,10.01,2010-10-08,October
124,Rabbit Hole,2900000,5000000,2229058,6205034,1205034,24.10068,91.0,Drama,7.0,45357.0,9.389,2010-12-16,December
125,The Runaways,1100000,9500000,3573673,5278632,-4221368,-44.43545263157895,106.0,"Biography,Drama,Music",6.6,43792.0,8.19,2010-03-19,March
126,Four Lions,4400000,3750000,310007,2436111,-1313889,-35.037040000000005,97.0,"Comedy,Crime,Drama",7.3,66209.0,9.968,2010-11-05,November
127,Please Give,280000,3000000,4033574,4570178,1570178,52.33926666666666,87.0,"Comedy,Drama",6.6,10652.0,5.945,2010-01-22,January
128,Monsters,4000000,500000,237301,5639730,5139730,1027.946,94.0,"Drama,Sci-Fi,Thriller",6.4,84332.0,10.175,2010-10-29,October
130,The Killer Inside Me,3800000,13000000,217277,3617277,-9382723,-72.1747923076923,109.0,"Crime,Drama,Horror",6.1,31727.0,7.087,2010-04-27,April
131,Wild Target,3300000,8000000,109338,5314194,-2685806,-33.572575,98.0,"Action,Comedy,Crime",6.8,33915.0,9.355,2010-10-29,October
132,Kites,1300000,9200000,1685269,17155193,7955193,86.46948913043478,123.0,"Action,Drama,Romance",6.1,11353.0,6.058,2010-05-21,May
133,Letters to God,60300,3000000,2848587,3237452,237452,7.915066666666666,110.0,"Drama,Family",6.3,4443.0,4.242,2010-04-09,April
134,Flipped,0,14000000,1755212,4289993,-9710007,-69.35719285714286,90.0,"Comedy,Drama,Romance",7.7,74937.0,9.781,2010-08-06,August
136,Casino Jack,40700,12500000,2039869,2272186,-10227814,-81.822512,108.0,"Biography,Comedy,Crime",6.2,16191.0,9.432,2010-12-17,December
137,All Good Things,62500,20000000,582024,873617,-19126383,-95.631915,101.0,"Crime,Drama,Mystery",6.3,49684.0,7.871,2010-12-03,December
138,I Spit on Your Grave,480000,1750000,93051,1278471,-471529,-26.944514285714288,108.0,"Horror,Thriller",6.3,68592.0,13.102,2010-10-08,October
139,The Extra Man,4500,7000000,453377,492108,-6507892,-92.96988571428571,108.0,Comedy,5.9,4580.0,5.056,2010-08-01,August
140,Tiny Furniture,0,50000,391674,424149,374149,748.298,98.0,"Comedy,Drama,Romance",6.2,13397.0,6.695,2010-11-12,November
141,The Tempest,68700,20000000,277943,277943,-19722057,-98.610285,110.0,"Comedy,Drama,Fantasy",5.4,7073.0,6.3,2010-12-10,December
142,Welcome to the Rileys,158000,10000000,152857,355919,-9644081,-96.44081,110.0,Drama,7.0,22210.0,8.348,2010-10-29,October
143,The Girl on the Train,97100,45000000,75395035,174278214,129278214,287.28492,80.0,Thriller,4.4,819.0,1.595,2014-07-03,July
145,Freakonomics,16400,2900000,101270,172867,-2727133,-94.03906896551723,93.0,Documentary,6.4,6466.0,5.705,2010-10-01,October
146,Transformers: Dark of the Moon,771400000,195000000,352390543,1123790543,928790543,476.3028425641026,154.0,"Action,Adventure,Sci-Fi",6.2,366409.0,5.339,2011-06-28,June
147,Pirates of the Caribbean: On Stranger Tides,804600000,410600000,241063875,1045663875,635063875,154.6672856794934,136.0,"Action,Adventure,Fantasy",6.6,447624.0,30.579,2011-05-20,May
148,Kung Fu Panda 2,500400000,150000000,165249063,664837547,514837547,343.22503133333333,90.0,"Action,Adventure,Animation",7.2,228465.0,17.363,2011-05-25,May
149,Fast Five,416300000,125000000,210031325,630163454,505163454,404.1307632,130.0,"Action,Crime,Thriller",7.3,329892.0,2.097,2011-04-28,April
150,The Hangover Part II,332300000,80000000,254464305,586464305,506464305,633.08038125,102.0,"Comedy,Mystery",6.5,432800.0,32.266,2011-05-25,May
151,The Smurfs,421100000,110000000,142614158,563749323,453749323,412.4993845454545,103.0,"Adventure,Animation,Comedy",5.5,77577.0,16.533,2011-07-29,July
152,Cars 2,370700000,200000000,191450875,560155383,360155383,180.0776915,106.0,"Adventure,Animation,Comedy",6.2,138914.0,23.498,2011-06-16,June
153,Puss in Boots,405700000,130000000,149260504,554987477,424987477,326.9134438461538,90.0,"Action,Adventure,Animation",6.6,133355.0,9.078,2011-10-28,October
154,Sherlock Holmes: A Game of Shadows,358600000,125000000,186848418,535663443,410663443,328.53075440000003,129.0,"Action,Adventure,Crime",7.5,394189.0,18.301,2011-12-16,December
155,Rio,341000000,90000000,143619809,487519809,397519809,441.6886766666667,96.0,"Adventure,Animation,Comedy",6.9,191621.0,14.695,2011-04-15,April
156,Rise of the Planet of the Apes,305000000,93000000,176760185,470986200,377986200,406.43677419354833,105.0,"Action,Drama,Sci-Fi",7.6,473020.0,22.995,2011-08-04,August
157,Thor,268300000,150000000,181030624,449326618,299326618,199.55107866666665,115.0,"Action,Adventure,Fantasy",7.0,683264.0,38.068,2011-05-06,May
158,The Adventures of Tintin,296400000,130000000,77591831,373993951,243993951,187.68765461538462,107.0,"Action,Adventure,Animation",7.3,202430.0,11.981,2011-12-20,December
159,Captain America: The First Avenger,193900000,140000000,176654505,370569776,230569776,164.69269714285716,124.0,"Action,Adventure,Sci-Fi",6.9,668137.0,25.808,2011-07-22,July
160,X-Men: First Class,207200000,160000000,146408305,355408305,195408305,122.13019062499998,131.0,"Action,Adventure,Sci-Fi",7.7,608930.0,1.447,2011-06-03,June
161,Alvin and the Chipmunks: Chipwrecked,209600000,80000000,133107389,349088523,269088523,336.36065375,87.0,"Adventure,Animation,Comedy",4.4,28158.0,12.672,2011-12-16,December
162,Real Steel,213800000,110000000,85463309,263880341,153880341,139.8912190909091,127.0,"Action,Drama,Family",7.1,283534.0,14.811,2011-10-06,October
163,Bridesmaids,119300000,32500000,169211718,289632023,257132023,791.1754553846154,125.0,"Comedy,Romance",6.8,249501.0,9.805,2011-05-13,May
164,Super 8,133100000,50000000,127004179,257972745,207972745,415.94549,112.0,"Mystery,Sci-Fi,Thriller",7.0,320575.0,14.39,2011-06-09,June
165,Rango,122200000,135000000,123477607,245724600,110724600,82.01822222222222,107.0,"Adventure,Animation,Comedy",7.2,215761.0,14.462,2011-03-03,March
166,The Green Hornet,129000000,110000000,98780042,229155503,119155503,108.32318454545455,119.0,"Action,Comedy,Crime",5.8,148622.0,14.501,2011-01-13,January
167,Immortals,143400000,75000000,83504017,211562435,136562435,182.08324666666667,110.0,"Action,Drama,Fantasy",6.0,152992.0,14.774,2011-11-11,November
168,Green Lantern,103300000,200000000,116601172,219535492,19535492,9.767745999999999,114.0,"Action,Adventure,Sci-Fi",5.5,252281.0,17.257,2011-06-17,June
